lemma,form,rank,tier,count,forms
wecken,wecken,2837,ext,155,wecken;geweckt
reisen,reist,2839,ext,155,reist;reiste
erlernen,erlernen,2842,ext,155,erlernen
geduldig,geduldig,2844,ext,154,geduldig
betreffen,betrifft,2845,ext,154,betrifft
international,internationale,2846,ext,154,internationale;internationalen
mist,mist,2849,ext,154,mist
ewigkeit,ewigkeit,2850,ext,154,ewigkeit
ungarn,ungarn,2853,ext,154,ungarn
beherrschen,beherrschen,2854,ext,153,beherrschen;beherrscht
verbund,verbunden,2855,ext,153,verbunden
kater,kater,2857,ext,153,kater
juli,juli,2858,ext,153,juli
lehnen,lehnte,2860,ext,153,lehnte
gipfel,gipfel,2863,ext,153,gipfel
narren,narren,2866,ext,152,narren
heim,heim,2867,ext,152,heim
lauf,lauf,2868,ext,152,lauf
spinnen,spinnen,2869,ext,152,spinnen;spinne
strich,strich,2870,ext,152,strich
biene,bienen,2872,ext,152,bienen
zigarette,zigarette,2874,ext,152,zigarette;zigaretten
knochen,knochen,2875,ext,152,knochen
badezimmer,badezimmer,2876,ext,152,badezimmer
gestiegen,gestiegen,2878,ext,151,gestiegen
irrtum,irrtum,2879,ext,151,irrtum
beschützen,beschützen,2881,ext,151,beschützen
österreich,österreich,2883,ext,151,österreich
älteste,älteste,2884,ext,151,älteste
möbel,möbel,2885,ext,151,möbel
schauspielerin,schauspielerin,2886,ext,151,schauspielerin
rauch,rauch,2887,ext,151,rauch
staub,staub,2888,ext,151,staub
milliarde,milliarden,2891,ext,151,milliarden
philosophie,philosophie,2892,ext,151,philosophie
verspäten,verspäten,2894,ext,151,verspäten;verspätet
ozean,ozean,2896,ext,150,ozean
summe,summe,2897,ext,150,summe
erfordern,erfordert,2898,ext,150,erfordert
tiger,tiger,2901,ext,150,tiger
quell,quelle,2902,ext,150,quelle
schnitt,schnitt,2903,ext,150,schnitt
vernünftig,vernünftig,2904,ext,150,vernünftig
durchaus,durchaus,2905,ext,150,durchaus
zumute,zumute,2906,ext,150,zumute
treiben,treiben,2907,ext,150,treiben;treibt
grammatik,grammatik,2908,ext,150,grammatik
übernehmen,übernehmen,2909,ext,150,übernehmen
wiegen,wiegt,2912,ext,150,wiegt
frühstücken,frühstücken,2913,ext,150,frühstücken
mehrheit,mehrheit,2916,ext,149,mehrheit
erdbeere,erdbeeren,2918,ext,149,erdbeeren
verzeihung,verzeihung,2920,ext,149,verzeihung
aufgenommen,aufgenommen,2921,ext,149,aufgenommen
kontrolle,kontrolle,2922,ext,149,kontrolle
schlag,schlag,2923,ext,149,schlag
bibel,bibel,2924,ext,149,bibel
kommentar,kommentar,2926,ext,149,kommentar;kommentare
idiot,idiot,2927,ext,149,idiot;idioten
bemühen,bemühen,2930,ext,149,bemühen;bemüht
region,region,2935,ext,148,region
jesu,jesus,2937,ext,148,jesus
scheitern,scheitern,2938,ext,148,scheitern
osten,osten,2942,ext,148,osten
erste,erstes,2943,ext,148,erstes
großeltern,großeltern,2944,ext,148,großeltern
ufer,ufer,2945,ext,148,ufer
höhl,höhle,2946,ext,147,höhle
schwanz,schwanz,2947,ext,147,schwanz
erwachsen,erwachsene,2950,ext,147,erwachsene;erwachsen
weihnachtsmann,weihnachtsmann,2952,ext,147,weihnachtsmann
spielzeug,spielzeug,2953,ext,147,spielzeug
verbessert,verbessert,2954,ext,147,verbessert
einsamkeit,einsamkeit,2955,ext,147,einsamkeit
paradies,paradies,2960,ext,147,paradies
krebs,krebs,2962,ext,146,krebs
ski,ski,2964,ext,146,ski
dummkopf,dummkopf,2967,ext,146,dummkopf
vorgestellt,vorgestellt,2968,ext,146,vorgestellt
wunde,wunde,2969,ext,146,wunde
voran,voran,2971,ext,146,voran
maß,maß,2974,ext,146,maß;maße
stefan,stefan,2978,ext,146,stefan
gewohnheit,gewohnheit,2980,ext,145,gewohnheit
gebrauch,gebrauch,2983,ext,145,gebrauch
putzen,putzen,2984,ext,145,putzen
umgeben,umgeben,2985,ext,145,umgeben
leise,leiser,2987,ext,145,leiser
okay,okay,2990,ext,145,okay
verständnis,verständnis,2991,ext,145,verständnis
gerecht,gerecht,2992,ext,145,gerecht
zugleich,zugleich,2993,ext,145,zugleich
kneipe,kneipe,2994,ext,145,kneipe
he,he,2996,ext,144,he
planen,planet,2997,ext,144,planet;geplant;planen;plant
musiker,musiker,2999,ext,144,musiker
daten,daten,3000,ext,144,daten
rosen,rose,3002,ext,144,rose
unsinn,unsinn,3003,ext,144,unsinn
drachen,drachen,3004,ext,144,drachen
folgend,folgenden,3006,ext,144,folgenden
andern,andern,3007,ext,144,andern
festnehmen,festgenommen,3008,ext,144,festgenommen
verirren,verirrt,3009,ext,144,verirrt
heimlich,heimlich,3010,ext,144,heimlich
wandern,wandern,3013,ext,143,wandern
geht's,geht's,3014,ext,143,geht's
fröhlich,fröhlich,3015,ext,143,fröhlich
bezug,bezug,3016,ext,143,bezug
verurteilen,verurteilt,3017,ext,143,verurteilt
armbanduhr,armbanduhr,3019,ext,143,armbanduhr
märz,märz,3021,ext,143,märz
stundenlang,stundenlang,3022,ext,143,stundenlang
ernsthaft,ernsthaft,3023,ext,143,ernsthaft
wellen,wellen,3025,ext,143,wellen
krise,krise,3026,ext,143,krise
daheim,daheim,3027,ext,143,daheim
medien,medien,3032,ext,143,medien
sang,sang,3035,ext,142,sang
sekunden,sekunden,3036,ext,142,sekunden
geschirr,geschirr,3037,ext,142,geschirr
begreifen,begreifen,3039,ext,142,begreifen
sowieso,sowieso,3040,ext,142,sowieso
gehalt,gehalt,3041,ext,142,gehalt
ausstehen,ausstehen,3042,ext,142,ausstehen
krankenschwester,krankenschwester,3043,ext,142,krankenschwester
überlassen,überlassen,3045,ext,142,überlassen
hinauf,hinauf,3046,ext,142,hinauf
geschoss,geschossen,3048,ext,142,geschossen
rechnen,gerechnet,3049,ext,142,gerechnet;rechnen
wuchs,wuchs,3052,ext,141,wuchs
vorschlagen,vorgeschlagen,3053,ext,141,vorgeschlagen
puppe,puppe,3054,ext,141,puppe
duft,duft,3057,ext,141,duft
umstand,umständen,3058,ext,141,umständen;umstände
türkei,türkei,3059,ext,141,türkei
generation,generation,3062,ext,140,generation
genügen,genügend,3063,ext,140,genügend;genügt
brust,brust,3064,ext,140,brust
abholen,abholen,3065,ext,140,abholen
horizont,horizont,3066,ext,140,horizont
rosa,rosa,3067,ext,140,rosa
gucken,gucken,3068,ext,140,gucken;guck
handschuh,handschuhe,3072,ext,140,handschuhe
dreizehn,dreizehn,3074,ext,140,dreizehn
gegner,gegner,3075,ext,140,gegner
leck,lecker,3077,ext,140,lecker
vergleichen,vergleichen,3079,ext,140,vergleichen
produkt,produkt,3080,ext,140,produkt;produkte
august,august,3081,ext,140,august
fakt,fakten,3082,ext,140,fakten
hinunter,hinunter,3083,ext,140,hinunter
inhalt,inhalt,3084,ext,140,inhalt
dar,dar,3085,ext,140,dar
richt,richter,3086,ext,140,richter
entstehen,entsteht,3087,ext,140,entsteht;entstehen
stahl,stahl,3089,ext,140,stahl
herausfinden,herausfinden,3090,ext,140,herausfinden;herausgefunden
peinlich,peinlich,3091,ext,140,peinlich
zugeben,zugeben,3092,ext,139,zugeben
anzahl,anzahl,3093,ext,139,anzahl
arabisch,arabisch,3095,ext,139,arabisch
rezept,rezept,3096,ext,139,rezept
kapitän,kapitän,3097,ext,139,kapitän
klassenzimmer,klassenzimmer,3099,ext,139,klassenzimmer
befolgen,befolgen,3100,ext,139,befolgen
atmosphäre,atmosphäre,3101,ext,139,atmosphäre
irgendwohin,irgendwohin,3103,ext,139,irgendwohin
kätzchen,kätzchen,3105,ext,139,kätzchen
franzose,franzosen,3106,ext,138,franzosen
ton,ton,3107,ext,138,ton
dunkeln,dunkeln,3108,ext,138,dunkeln
verhaften,verhaftet,3109,ext,138,verhaftet
stirn,stirn,3110,ext,138,stirn
weggehen,weggehen,3111,ext,138,weggehen
wirkung,wirkung,3112,ext,138,wirkung
stürzen,stürzte,3113,ext,138,stürzte
gewiss,gewiss,3114,ext,138,gewiss;gewisse
scherz,scherz,3115,ext,138,scherz
stoff,stoff,3116,ext,138,stoff
achtung,achtung,3117,ext,138,achtung
abschied,abschied,3118,ext,138,abschied
selbstmord,selbstmord,3119,ext,137,selbstmord
extrem,extrem,3120,ext,137,extrem
unwahrscheinlich,unwahrscheinlich,3121,ext,137,unwahrscheinlich
küste,küste,3124,ext,137,küste
korrigieren,korrigieren,3125,ext,137,korrigieren
erstaunen,erstaunt,3127,ext,137,erstaunt
verbrennen,verbrannt,3130,ext,137,verbrannt
kleiden,gekleidet,3131,ext,137,gekleidet
nebenan,nebenan,3132,ext,137,nebenan
besitz,besitz,3133,ext,137,besitz
sowie,sowie,3134,ext,137,sowie
wahnsinn,wahnsinn,3135,ext,137,wahnsinn
übersetzer,übersetzer,3138,ext,137,übersetzer
betrachtet,betrachtete,3139,ext,137,betrachtete
stil,stil,3140,ext,137,stil
melden,melden,3141,ext,137,melden;gemeldet
nord,norden,3142,ext,137,norden
hahn,hahn,3144,ext,137,hahn
verdacht,verdacht,3147,ext,137,verdacht
beginn,beginn,3148,ext,137,beginn
geschwister,geschwister,3149,ext,136,geschwister
getränk,getränk,3150,ext,136,getränk;getränke
veröffentlichen,veröffentlicht,3152,ext,136,veröffentlicht
kerze,kerzen,3155,ext,136,kerzen;kerze
tempel,tempel,3156,ext,136,tempel
flagge,flagge,3157,ext,136,flagge
eignen,geeignet,3158,ext,136,geeignet
fluchen,flucht,3159,ext,136,flucht
verfügen,verfügt,3160,ext,136,verfügt
stimmung,stimmung,3164,ext,135,stimmung
arbeitslos,arbeitslos,3165,ext,135,arbeitslos
abwesenheit,abwesenheit,3167,ext,135,abwesenheit
aussprache,aussprache,3168,ext,135,aussprache
verlauf,verlaufen,3169,ext,135,verlaufen
jäger,jäger,3173,ext,135,jäger
ausnahme,ausnahme,3174,ext,135,ausnahme
möglichst,möglichst,3175,ext,135,möglichst
vorhaben,vorhaben,3176,ext,135,vorhaben
druck,druck,3177,ext,135,druck
übrigens,übrigens,3179,ext,135,übrigens
bedanken,bedanken,3183,ext,135,bedanken
anstatt,anstatt,3186,ext,134,anstatt
entwickeln,entwickeln,3187,ext,134,entwickeln
turm,turm,3188,ext,134,turm
vergleich,vergleich,3189,ext,134,vergleich
versehen,versehen,3190,ext,134,versehen
chicago,chicago,3191,ext,134,chicago
zeichnen,zeichnen,3192,ext,134,zeichnen
erwähnen,erwähnt,3195,ext,134,erwähnt
revolution,revolution,3196,ext,134,revolution
existenz,existenz,3198,ext,134,existenz
ne,ne,3199,ext,134,ne
worin,worin,3202,ext,134,worin
september,september,3204,ext,133,september
handtuch,handtuch,3208,ext,133,handtuch
löschen,löschen,3209,ext,133,löschen;gelöscht
us,us,3210,ext,133,us
ernähren,ernähren,3212,ext,133,ernähren
nirgendwo,nirgendwo,3213,ext,133,nirgendwo
ermorden,ermordet,3214,ext,133,ermordet
blicken,blickte,3215,ext,133,blickte;blicken
lkw,lkw,3218,ext,133,lkw
schmetterling,schmetterling,3220,ext,132,schmetterling
bereuen,bereuen,3221,ext,132,bereuen;bereue
nachtisch,nachtisch,3222,ext,132,nachtisch
engländer,engländer,3224,ext,132,engländer
erkälten,erkältet,3225,ext,132,erkältet
ausgesprochen,ausgesprochen,3231,ext,132,ausgesprochen
kaiser,kaiser,3232,ext,132,kaiser
hierherkommen,hierhergekommen,3234,ext,132,hierhergekommen
klingeln,klingelte,3236,ext,131,klingelte
bürgermeister,bürgermeister,3238,ext,131,bürgermeister
bemühung,bemühungen,3240,ext,131,bemühungen
moskau,moskau,3243,ext,131,moskau
prinz,prinz,3244,ext,131,prinz
löwe,löwe,3247,ext,131,löwe
beschweren,beschwert,3249,ext,130,beschwert
ausruhen,ausruhen,3251,ext,130,ausruhen
breit,breit,3253,ext,130,breit
pistole,pistole,3254,ext,130,pistole
mitteilen,mitzuteilen,3255,ext,130,mitzuteilen;mitteilen
abschluss,abschluss,3257,ext,130,abschluss
verteidigen,verteidigen,3258,ext,130,verteidigen
banane,bananen,3259,ext,130,bananen
dünn,dünn,3260,ext,130,dünn
gleichen,gleicht,3262,ext,130,gleicht
voneinander,voneinander,3265,ext,130,voneinander
bedingung,bedingungen,3266,ext,129,bedingungen
zwilling,zwillinge,3269,ext,129,zwillinge
dunkle,dunkle,3271,ext,129,dunkle
hühner,hühner,3274,ext,129,hühner
donnerstag,donnerstag,3276,ext,129,donnerstag
kellner,kellner,3277,ext,129,kellner
arsch,arsch,3279,ext,129,arsch
bedroht,bedroht,3280,ext,129,bedroht
öffentlich,öffentlichen,3281,ext,129,öffentlichen;öffentliche;öffentlich
unendlich,unendlich,3283,ext,128,unendlich
wenden,wenden,3284,ext,128,wenden;wandte
schublade,schublade,3287,ext,128,schublade
abgelehnt,abgelehnt,3288,ext,128,abgelehnt
zerbrochen,zerbrochen,3290,ext,128,zerbrochen
abstand,abstand,3291,ext,128,abstand
fett,fett,3292,ext,128,fett
weltkrieg,weltkrieg,3293,ext,128,weltkrieg
unterschreiben,unterschreiben,3294,ext,128,unterschreiben
wahnsinnig,wahnsinnig,3295,ext,128,wahnsinnig
riss,riss,3296,ext,128,riss
konferenz,konferenz,3297,ext,128,konferenz
wunderbar,wunderbar,3298,ext,128,wunderbar
portugiesisch,portugiesisch,3302,ext,128,portugiesisch
verabschieden,verabschieden,3304,ext,127,verabschieden
grau,grau,3305,ext,127,grau
überein,überein,3310,ext,127,überein
herausforderung,herausforderung,3313,ext,127,herausforderung
erwidern,erwiderte,3314,ext,127,erwiderte
überqueren,überqueren,3315,ext,127,überqueren
panik,panik,3316,ext,127,panik
gang,gang,3317,ext,127,gang
inner,inneren,3319,ext,127,inneren
fußboden,fußboden,3321,ext,127,fußboden
kommend,kommenden,3322,ext,127,kommenden
ausdrücken,ausdrücken,3324,ext,126,ausdrücken
weck,wecker,3325,ext,126,wecker
ampel,ampel,3326,ext,126,ampel
trocken,trocken,3327,ext,126,trocken
angewohnheit,angewohnheit,3328,ext,126,angewohnheit
lektion,lektion,3329,ext,126,lektion
ignorieren,ignorieren,3332,ext,126,ignorieren;ignoriert
ungewöhnlich,ungewöhnlich,3333,ext,126,ungewöhnlich
mäuse,mäuse,3334,ext,126,mäuse
last,last,3335,ext,126,last;laster
urteil,urteil,3338,ext,126,urteil
mörder,mörder,3340,ext,125,mörder
vorgestern,vorgestern,3341,ext,125,vorgestern
bushaltestelle,bushaltestelle,3344,ext,125,bushaltestelle
außerdem,außerdem,3345,ext,125,außerdem
gefühlt,gefühlt,3346,ext,125,gefühlt
angegriffen,angegriffen,3347,ext,125,angegriffen
hafen,hafen,3348,ext,125,hafen
narr,narr,3349,ext,125,narr
komplett,komplett,3350,ext,125,komplett
mike,mike,3354,ext,124,mike
scheiß,scheiße,3355,ext,124,scheiße
orang,orange,3358,ext,124,orange
ersetzen,ersetzen,3359,ext,124,ersetzen
baden,baden,3360,ext,124,baden
anruf,anruf,3361,ext,124,anruf
vase,vase,3362,ext,124,vase
schild,schild,3364,ext,124,schild
linie,linie,3366,ext,124,linie
naiv,naiv,3367,ext,124,naiv
ruhestand,ruhestand,3370,ext,124,ruhestand
woanders,woanders,3371,ext,124,woanders
türkisch,türkisch,3373,ext,124,türkisch
mathe,mathe,3374,ext,123,mathe
verfolgen,verfolgt,3378,ext,123,verfolgt
bewundern,bewundere,3379,ext,123,bewundere
zahlreich,zahlreiche,3380,ext,123,zahlreiche
handtasche,handtasche,3381,ext,123,handtasche
genoss,genossen,3382,ext,123,genossen
tomate,tomaten,3383,ext,123,tomaten
anspruch,anspruch,3385,ext,123,anspruch
rotwein,rotwein,3386,ext,123,rotwein
heran,heran,3390,ext,123,heran
zubereiten,zubereitet,3397,ext,122,zubereitet
abgesagt,abgesagt,3398,ext,122,abgesagt
ankunft,ankunft,3399,ext,122,ankunft
schultern,schultern,3400,ext,122,schultern
seil,seil,3401,ext,122,seil
ordentlich,ordentlich,3404,ext,122,ordentlich
karriere,karriere,3408,ext,122,karriere
mittwoch,mittwoch,3409,ext,122,mittwoch
bühne,bühne,3412,ext,122,bühne
überwinden,überwinden,3414,ext,122,überwinden
botschaft,botschaft,3415,ext,122,botschaft
lampe,lampe,3416,ext,122,lampe
komma,komma,3417,ext,122,komma
entsprechen,entspricht,3421,ext,121,entspricht
sex,sex,3423,ext,121,sex
allerdings,allerdings,3425,ext,121,allerdings
sängerin,sängerin,3426,ext,121,sängerin
mehrmals,mehrmals,3427,ext,121,mehrmals
braun,braun,3428,ext,121,braun
gegründet,gegründet,3429,ext,121,gegründet
verwandt,verwandt,3430,ext,121,verwandt;verwandten
pflegen,pflegte,3432,ext,121,pflegte
tafel,tafel,3433,ext,121,tafel
mütze,mütze,3435,ext,121,mütze
fass,fass,3436,ext,121,fass
werkzeug,werkzeug,3437,ext,121,werkzeug
hütte,hütte,3439,ext,121,hütte
verbreiten,verbreitet,3440,ext,121,verbreitet
zelt,zelt,3442,ext,121,zelt
verzichten,verzichten,3443,ext,121,verzichten
verzweifelt,verzweifelt,3445,ext,121,verzweifelt
erforderlich,erforderlich,3449,ext,121,erforderlich
derart,derart,3452,ext,121,derart
tokyo,tokyo,3454,ext,120,tokyo
erziehung,erziehung,3455,ext,120,erziehung
februar,februar,3456,ext,120,februar
wände,wände,3457,ext,120,wände
lastwagen,lastwagen,3459,ext,120,lastwagen
abgeben,abgeben,3460,ext,120,abgeben
landschaft,landschaft,3462,ext,120,landschaft
wärm,wärme,3463,ext,120,wärme;wärmer
saft,saft,3464,ext,120,saft
momentan,momentan,3465,ext,120,momentan
alphabet,alphabet,3466,ext,120,alphabet
pleite,pleite,3467,ext,120,pleite
hans,hansen,3470,ext,120,hansen
unschuld,unschuld,3471,ext,119,unschuld
papst,papst,3472,ext,119,papst
praxis,praxis,3473,ext,119,praxis
aufsatz,aufsatz,3474,ext,119,aufsatz
geldbeutel,geldbeutel,3478,ext,119,geldbeutel
mehl,mehl,3479,ext,119,mehl
verwechseln,verwechselt,3480,ext,119,verwechselt
zurecht,zurecht,3481,ext,119,zurecht
operation,operation,3482,ext,119,operation
parlament,parlament,3483,ext,119,parlament
entschluss,entschluss,3486,ext,119,entschluss
hauptsächlich,hauptsächlich,3487,ext,119,hauptsächlich
einzeln,einzelnen,3491,ext,119,einzelnen
november,november,3492,ext,119,november
angetan,angetan,3495,ext,119,angetan
sonderlich,sonderlich,3496,ext,119,sonderlich
roboter,roboter,3497,ext,118,roboter
detail,details,3498,ext,118,details
sekunde,sekunde,3501,ext,118,sekunde
pfund,pfund,3506,ext,118,pfund
katastrophe,katastrophe,3507,ext,118,katastrophe
niederlage,niederlage,3509,ext,118,niederlage
zentrum,zentrum,3512,ext,118,zentrum
aktiv,aktiv,3513,ext,118,aktiv
pommes,pommes,3516,ext,118,pommes
künstlich,künstliche,3517,ext,118,künstliche
versammlung,versammlung,3518,ext,118,versammlung
übersehen,übersehen,3519,ext,118,übersehen
gelt,gelten,3520,ext,118,gelten
erschießen,erschossen,3522,ext,118,erschossen
pol,polen,3523,ext,118,polen
maske,maske,3524,ext,118,maske
eingestellt,eingestellt,3525,ext,118,eingestellt
zusammenhang,zusammenhang,3526,ext,117,zusammenhang
aussage,aussage,3527,ext,117,aussage
dezember,dezember,3528,ext,117,dezember
beißen,beißen,3529,ext,117,beißen
shirt,shirt,3530,ext,117,shirt
umwelt,umwelt,3532,ext,117,umwelt
anwesend,anwesend,3533,ext,117,anwesend
cousin,cousin,3534,ext,117,cousin
italiener,italiener,3536,ext,117,italiener
held,held,3537,ext,117,held;helden
schande,schande,3540,ext,117,schande
vorüber,vorüber,3543,ext,117,vorüber
hammer,hammer,3546,ext,116,hammer
geige,geige,3548,ext,116,geige
eng,eng,3549,ext,116,eng
verfassung,verfassung,3550,ext,116,verfassung
gift,gift,3551,ext,116,gift
gas,gas,3552,ext,116,gas
achtzehn,achtzehn,3553,ext,116,achtzehn
riesig,riesige,3554,ext,116,riesige
gänzlich,gänzlich,3555,ext,116,gänzlich
rechtsanwalt,rechtsanwalt,3557,ext,116,rechtsanwalt
pech,pech,3558,ext,116,pech
anweisung,anweisungen,3559,ext,116,anweisungen
malen,malen,3561,ext,116,malen
offenbar,offenbar,3564,ext,116,offenbar
aufwachen,aufgewacht,3565,ext,115,aufgewacht
logik,logik,3566,ext,115,logik
kostenlos,kostenlos,3567,ext,115,kostenlos
großbritannien,großbritannien,3568,ext,115,großbritannien
diät,diät,3569,ext,115,diät
korb,korb,3570,ext,115,korb
bequem,bequem,3571,ext,115,bequem
heiligen,heilige,3575,ext,115,heilige;heiligen
benzin,benzin,3576,ext,115,benzin
spuren,spuren,3578,ext,115,spuren
sanft,sanft,3580,ext,115,sanft
elend,elend,3581,ext,115,elend
ungarisch,ungarisch,3582,ext,115,ungarisch
kommunikation,kommunikation,3585,ext,114,kommunikation
stich,stich,3588,ext,114,stich
werbung,werbung,3589,ext,114,werbung
übung,übung,3592,ext,114,übung
unterhaltung,unterhaltung,3593,ext,114,unterhaltung
meile,meilen,3594,ext,114,meilen
felsen,felsen,3595,ext,114,felsen
bezweifeln,bezweifle,3598,ext,114,bezweifle
wehen,weht,3599,ext,114,weht
untersuchen,untersuchen,3601,ext,114,untersuchen
bestimmt,bestimmten,3602,ext,114,bestimmten
schießen,schießen,3604,ext,114,schießen
vegetarier,vegetarier,3605,ext,114,vegetarier
besprechung,besprechung,3607,ext,114,besprechung
jupiter,jupiter,3609,ext,114,jupiter
drogen,drogen,3611,ext,114,drogen
stoßen,stieß,3612,ext,114,stieß
weitermachen,weitermachen,3613,ext,114,weitermachen
begraben,begraben,3614,ext,114,begraben
verpflichtet,verpflichtet,3615,ext,114,verpflichtet
güte,güte,3620,ext,114,güte
einzelheit,einzelheiten,3621,ext,114,einzelheiten
französischlehrer,französischlehrer,3622,ext,114,französischlehrer
liter,liter,3627,ext,113,liter
packen,packte,3628,ext,113,packte
waschmaschine,waschmaschine,3631,ext,113,waschmaschine
innen,innen,3632,ext,113,innen
wille,wille,3635,ext,113,wille
kreis,kreis,3637,ext,113,kreis
abenteuer,abenteuer,3638,ext,113,abenteuer
pilz,pilze,3639,ext,113,pilze
kenntnis,kenntnis,3640,ext,113,kenntnis
optimistisch,optimistisch,3641,ext,113,optimistisch
moschee,moschee,3642,ext,113,moschee
spüren,spüren,3644,ext,112,spüren
sommerferien,sommerferien,3645,ext,112,sommerferien
briefmarke,briefmarken,3646,ext,112,briefmarken
sünde,sünde,3648,ext,112,sünde
technik,technik,3652,ext,112,technik
ärgern,ärgern,3653,ext,112,ärgern;ärgert
zwiebeln,zwiebeln,3654,ext,112,zwiebeln
amt,amt,3655,ext,112,amt
stechen,gestochen,3657,ext,112,gestochen
beruhen,beruht,3659,ext,111,beruht
schockieren,schockiert,3660,ext,111,schockiert
mahlzeit,mahlzeit,3665,ext,111,mahlzeit
ägypten,ägypten,3666,ext,111,ägypten
kugel,kugel,3668,ext,111,kugel
wettbewerb,wettbewerb,3670,ext,111,wettbewerb
treu,treu,3671,ext,111,treu
wies,wiese,3676,ext,111,wiese
abwasch,abwasch,3677,ext,111,abwasch
zeitlang,zeitlang,3679,ext,111,zeitlang
hex,hexe,3680,ext,111,hexe
schlacht,schlacht,3682,ext,110,schlacht
david,david,3683,ext,110,david
leistung,leistung,3684,ext,110,leistung
zwang,zwang,3685,ext,110,zwang
klapp,klappe,3686,ext,110,klappe
jagen,jagen,3687,ext,110,jagen
hinterher,hinterher,3688,ext,110,hinterher
mieten,mieten,3692,ext,110,mieten
schrei,schrei,3693,ext,110,schrei
ehrlichkeit,ehrlichkeit,3694,ext,110,ehrlichkeit
parkplatz,parkplatz,3695,ext,110,parkplatz
eimer,eimer,3696,ext,110,eimer
schweden,schweden,3697,ext,110,schweden
leiche,leiche,3701,ext,110,leiche
umgang,umgang,3702,ext,110,umgang
ausreichen,ausreichend,3703,ext,110,ausreichend
grundlage,grundlage,3704,ext,110,grundlage
lohn,lohn,3705,ext,110,lohn
abhalten,abhalten,3706,ext,110,abhalten
rache,rache,3708,ext,110,rache
überprüfen,überprüfen,3709,ext,110,überprüfen
entfernung,entfernung,3712,ext,110,entfernung
speisen,speisen,3713,ext,110,speisen
partner,partner,3714,ext,110,partner
finnland,finnland,3715,ext,110,finnland
wilhelm,wilhelm,3716,ext,110,wilhelm
unerträglich,unerträglich,3719,ext,109,unerträglich
schaden,schadet,3720,ext,109,schadet
veränderung,veränderung,3721,ext,109,veränderung
klimaanlage,klimaanlage,3726,ext,109,klimaanlage
schlang,schlangen,3727,ext,109,schlangen
kapitel,kapitel,3728,ext,109,kapitel
mord,mord,3729,ext,109,mord
durcheinander,durcheinander,3730,ext,109,durcheinander
islam,islam,3733,ext,109,islam
herzlich,herzlichen,3736,ext,108,herzlichen;herzlich
konto,konto,3737,ext,108,konto
schalt,schalte,3739,ext,108,schalte
linda,linda,3740,ext,108,linda
blühen,blühen,3744,ext,108,blühen
klassenkamerad,klassenkameraden,3745,ext,108,klassenkameraden
aufrichtig,aufrichtig,3747,ext,108,aufrichtig
sendung,sendung,3748,ext,108,sendung
spur,spur,3750,ext,108,spur
nützen,nützt,3752,ext,108,nützt
daneben,daneben,3753,ext,108,daneben
passwort,passwort,3755,ext,107,passwort
sonnenuntergang,sonnenuntergang,3758,ext,107,sonnenuntergang
ablehnen,ablehnen,3760,ext,107,ablehnen
aßen,aßen,3761,ext,107,aßen
sessel,sessel,3762,ext,107,sessel
entstand,entstanden,3763,ext,107,entstanden
hinzufügen,hinzufügen,3766,ext,107,hinzufügen
original,original,3768,ext,107,original
vorfall,vorfall,3769,ext,107,vorfall
sonnenbrille,sonnenbrille,3771,ext,107,sonnenbrille
befehl,befehl,3772,ext,107,befehl
schmidt,schmidt,3777,ext,107,schmidt
sämtlich,sämtliche,3778,ext,107,sämtliche
kissen,kissen,3779,ext,107,kissen
online,online,3782,ext,106,online
geschwindigkeit,geschwindigkeit,3785,ext,106,geschwindigkeit
erwartung,erwartungen,3786,ext,106,erwartungen
kürzlich,kürzlich,3787,ext,106,kürzlich
mitleid,mitleid,3788,ext,106,mitleid
neid,neid,3790,ext,106,neid
orange,orangen,3791,ext,106,orangen
brand,brand,3792,ext,106,brand
überreden,überreden,3793,ext,106,überreden
stinken,stinkt,3796,ext,106,stinkt
reagieren,reagieren,3797,ext,106,reagieren
tal,tal,3799,ext,106,tal
allergisch,allergisch,3800,ext,106,allergisch
golden,goldene,3802,ext,106,goldene
klauen,geklaut,3803,ext,106,geklaut
stress,stress,3804,ext,106,stress
empfang,empfangen,3805,ext,106,empfangen
reiten,reiten,3806,ext,106,reiten
dasein,dasein,3807,ext,106,dasein
zulassen,zulassen,3808,ext,106,zulassen
zurzeit,zurzeit,3811,ext,105,zurzeit
gehorchen,gehorchen,3813,ext,105,gehorchen
fordern,forderte,3816,ext,105,forderte
langweilen,langweilen,3817,ext,105,langweilen
kontrollieren,kontrollieren,3819,ext,105,kontrollieren
kranken,kranken,3820,ext,105,kranken
bellen,bellen,3821,ext,105,bellen
mexiko,mexiko,3823,ext,105,mexiko
schoss,schoss,3824,ext,105,schoss
wiederkommen,wiederkommen,3826,ext,105,wiederkommen
bach,bach,3827,ext,105,bach
gegensatz,gegensatz,3830,ext,105,gegensatz
tropfen,tropfen,3831,ext,105,tropfen
nachbarin,nachbarin,3832,ext,105,nachbarin
kritisieren,kritisiert,3833,ext,105,kritisiert
sandwich,sandwich,3836,ext,105,sandwich
jedesmal,jedesmal,3838,ext,105,jedesmal
fantasie,fantasie,3839,ext,104,fantasie
überaus,überaus,3840,ext,104,überaus
respektieren,respektieren,3842,ext,104,respektieren
schwäche,schwäche,3844,ext,104,schwäche
scheidung,scheidung,3847,ext,104,scheidung
sechzig,sechzig,3848,ext,104,sechzig
