form,sid,alt,de_text
übernehmen,7844672,9752316;815772;7949478,Ich kann gut Verantwortung übernehmen.
wiegt,4928319,5968245;2827978;649643,Eine Schale Reis wiegt circa 180 Gramm.
frühstücken,3224634,3565779;13809514;12738313,Lasst uns frühstücken und dann rausgehen.
mehrheit,6959513,1341382;990448;7457584,Gesetze sind die kodifizierte Intoleranz der Mehrheit.
erdbeeren,11755544,13810106;513779;9098214,Erdbeeren und Himbeeren sind beides Beispiele für Sammelfrüchte.
verzeihung,6736469,11549821;439509;5089197,"Verzeihung, ich habe mich geirrt."
aufgenommen,10008740,3143841;637809;1482683,Dieser Clip wurde mit professionellen Tänzerinnen aufgenommen.
kontrolle,13047861,603593;977254;3156550,Die Menschen kritisieren die fehlende Kontrolle über die Inhalte.
schlag,6294775,6295480;5102340;7932511,Maria hat einen weiteren verheerenden Schlag erlitten.
bibel,6323913,10005294;1071741;404179,Lest ihr in der Bibel?
kommentar,11884968,4904243;11884961;11884965,Ziri hat Rimas Kommentar umgehend gelöscht.
idiot,9637490,9932347;12895858;2710112,Dieser Idiot hofiert meine Mutter!
bemühen,8168213,5168602;1665131;2452381,Sein Bemühen hat nichts bewirkt.
region,2676966,13867413;2365008;1605871,Alle Lebensmittel stammen aus biologischem Anbau der Region.
jesus,2406205,4095032;8989387;787573,Jesus hat Bauchmuskeln aus Stahl.
scheitern,4181702,4436605;4436607;12024402,Sein Scheitern war seiner Faulheit geschuldet.
osten,753518,10738673;1342725;914184,Der mittlere Osten ist die Wiege der Zivilisation.
erstes,7970589,11284660;3598410;7483116,Mein erstes Rendezvous dauerte etwa eine Minute.
großeltern,7752780,7752781;8067483;12783603,Ich besuche sonntags meine Großeltern.
ufer,1611048,2196951;2695698;13706239,Riesige Wellenberge liefen auf das Ufer zu.
höhle,8898099,2598874;13340067;4827126,Höchst vorsichtig betrat ich die Höhle.
schwanz,8764995,8918344;9781037;927409,Der Wauwau wedelt mit dem Schwanz.
erwachsene,5035667,8438594;367776;13740152,Tom hat drei erwachsene Söhne.
weihnachtsmann,8805489,9053422;13271869;4784700,Der Weihnachtsmann hat viele Rentiere.
spielzeug,2377192,12895439;4822768;691393,In dieser Fabrik wird Spielzeug hergestellt.
verbessert,9493593,8861737;12784079;2637093,"Manches hat sich verbessert, anderes hat sich verschlechtert."
einsamkeit,7873682,9559566;3072430;6740471,Meerschweinchen können an Einsamkeit sterben.
paradies,2766816,3380133;8125643;1081525,Das einzige Paradies ist das verlorene Paradies.
krebs,3149145,1981021;4956734;13657260,Er war tödlich an Krebs erkrankt.
ski,11256009,3710729;403670;1521026,Sie kann hervorragend Ski fahren!
dummkopf,9685902,2103046;369228;12868748,Hans ist vielleicht ein Dummkopf!
vorgestellt,1854325,8809237;3502223;13565601,Er hat seine Verlobte vorgestellt.
wunde,13635782,5494471;811587;8634374,Behandle die Wunde mit Jod.
voran,1697265,10534271;2787903;9542331,"Geht man mutig voran, stößt Unterstützung oft unverhofft hinzu."
maß,4253108,5812251;2340133;588202,Die Krankenschwester maß Toms Blutdruck.
stefan,11935256,12186563;13595191;10470884,Stefan heiratet nächste Woche Antje.
gewohnheit,2982085,1345217;1948805;2130932,Oblomow erwachte – entgegen seiner Gewohnheit – sehr früh.
gebrauch,4873362,10711514;1316205;1475914,Du darfst Papierkopien zum persönlichen Gebrauch anfertigen.
putzen,10555565,10555567;351609;2637861,"Geh Zähne putzen, aber flott!"
umgeben,5819186,2888461;13453620;7273072,"Tom betrat, umgeben von Polizisten, den Gerichtssaal."
leiser,1709858,1709859;4844873;4567012,Konntest du es leiser machen?
okay,13555836,2220353;3221835;6643278,"Okay, ich denke drüber nach."
verständnis,14015469,2483011;3141893;7560308,Mein Verständnis von Dialekten ist relativ klein.
gerecht,8970591,12607173;13601641;13601645,Ich fand den Richterspruch gerecht.
zugleich,3250282,608535;9988108;662201,E-Mails sind Segen und Fluch zugleich.
kneipe,3029973,13861942;1482728;1482727,Diese Kneipe ist ein beliebter Studententreffpunkt.
he,6059954,659787;1202796;13685059,„He!“ – „Hallo!“ – „Was gibt's?“ – „Nichts.“
planet,3133362,5076680;6100912;2806479,Neptun ist der sonnenfernste Planet.
musiker,7078217,4052269;963769;10656469,"Galileos Vater, Vincenzo Galilei, war ein bekannter Musiker."
daten,12684179,10192063;13703970;392378,Quantitative klinische Daten folgen einem breiten Spektrum an Verteilungen.
rose,13822883,595688;8911414;1699372,Die Rose verströmt einen süßen Duft.
unsinn,10296821,3429907;9927833;1918453,Ihr Einwand ist reiner Unsinn.
drachen,560617,2458744;3614212;13422149,Tom befestigte die Schnur am Drachen.
folgenden,2716670,6139768;938569;1786299,Bestimme den Maximal- und den Minimalwert der folgenden Funktion!
andern,2424253,1959380;1975958;1944897,Ein Esel nennt den andern Langohr.
festgenommen,12649585,11083598;10612493;797775,Sie sind wegen versuchter Entführung festgenommen.
verirrt,12713345,1575173;1575188;1575197,"Ich glaube, ich habe mich verirrt."
heimlich,7026270,3897818;10056405;11829251,Lieber heimlich gescheit als unheimlich dumm.
wandern,444126,412;13728233;8633618,Mein Opa geht gerne wandern.
geht's,1765713,394500;7748072;903540,"Guten Tag allerseits, wie geht's?"
fröhlich,2274863,10783554;3316735;2663883,Fröhlich in Ehren mag niemand verwehren.
bezug,519701,2501731;13635393;8641908,Haikus haben einen starken Bezug zu den Jahreszeiten.
verurteilt,784126,2837457;13347939;2168298,Der Angeklagte wurde zum Tode verurteilt.
armbanduhr,606013,8112860;2839380;605479,Diese Armbanduhr ist jener überlegen.
märz,3950439,7576846;7576847;13418659,Die Pflaumenbäume blühen im März.
stundenlang,1795744,1795745;360690;6321419,Sie weinte stundenlang ohne aufzuhören.
ernsthaft,1685209,521566;6819037;5076680,Ernsthaft? Ich habe nichts gemerkt.
wellen,11244195,1825726;1834428;1016794,Wellen belagern heftig die Felsen der Küste.
krise,8633462,1787417;2804415;2778201,Wie begann Algeriens ökonomische Krise?
daheim,840913,1937896;5016396;1972420,Ich blieb zum Ausrasten daheim.
medien,9842053,13540613;13164544;12060363,Ultraliberale Medien kennen keine Presse- und Redefreiheit.
sang,5968261,404908;12928041;438820,Maria sang irgendein trauriges Lied auf Italienisch.
sekunden,139478,2182596;2182652;4453769,Eine Minute entspricht sechzig Sekunden.
geschirr,5338615,817847;9974076;12358302,In der Spüle ist schmutziges Geschirr.
begreifen,2629096,3164267;8395740;601652,"Begreifen Sie nicht, was hier vorgeht?"
sowieso,7892261,13879946;6535875;6582049,Du gefällst mir sowieso nicht.
gehalt,6053408,6169656;7637045;13542333,Tom bezieht ein üppiges Gehalt.
ausstehen,7467759,8071273;930792;2722649,Ich kann Juristen nicht ausstehen.
krankenschwester,2580783,4253108;967110;8634374,Die Krankenschwester maß meinen Blutdruck.
überlassen,7287396,367416;3776657;5994219,Überlassen Sie das den Profis.
hinauf,369211,410306;5589505;5589507,Wir stiegen den steilen Abhang hinauf.
geschossen,8910634,1087057;397788;414342,Tom hat auf Caesar geschossen.
gerechnet,13217948,7339723;7815495;12455584,Mit solch einem Widerstand hätte niemand gerechnet.
wuchs,1814056,3428876;798278;1599989,Jack Nicholson wuchs in New Jersey auf.
vorgeschlagen,347957,8291733;1505236;10119218,Lori hat eine zehnminütige Pause vorgeschlagen.
puppe,729674,929930;946171;664049,Er schenkte ihr eine Puppe.
duft,3002638,13822883;2525605;5165332,Durch die laue Abendluft wallt der Blumengärten Duft.
umständen,2298996,2665523;11563200;11783791,Ich ginge unter keinen Umständen.
türkei,11263804,11523247;12921827;3165478,Die Türkei liegt östlich von Griechenland.
generation,9869347,2461498;2461500;1080263,Jede Generation hat ihre Idole.
genügend,898616,12440837;4310416;6049563,Das sinkende Schiff hatte genügend Rettungsboote.
brust,6154255,1735344;5225955;4669345,Mir schmerzt die Brust beim Atmen.
abholen,9190476,1528325;1059;8641556,Wann kann ich mein Gepäck abholen?
horizont,2493108,6686307;938465;4827180,Dichter Morgennebel verhüllte den Horizont.
rosa,3555455,1253596;13532151;966094,Der Ablativ Plural von „rosa“ lautet „rosis“.
gucken,13004974,13685474;11810307;11810308,"Stan tippt, ohne auf die Tastatur zu gucken."
handschuhe,3156394,5895972;3962839;7004583,"Tom, zieh diese Handschuhe an."
dreizehn,2134794,4159052;1937001;3059464,Magdalena und Lech sind dreizehn.
gegner,589875,2533226;7798177;823142,Die Gegner der Vorlage stammen aus unterschiedlichen politischen Lagern.
lecker,10063337,12248609;6032091;9525182,Pommes mit Mayo sind lecker!
vergleichen,3647969,13384117;8232031;8232039,Vergleichen und Vertragen ist besser als Zank und Klagen.
produkt,369118,7878300;956031;6197687,Klebe ein Preisschild auf jedes einzelne Produkt.
august,13418373,14009884;10738471;1985553,Am 24. August feiert die Ukraine ihre Unabhängigkeit.
fakten,4896440,10542179;392373;11137611,Ihre Argumentation beruhte nicht auf Fakten.
hinunter,6535130,1316172;2628320;2808499,Tom spülte die Drogen die Toilette hinunter.
inhalt,8655857,753057;5739615;12030775,Der Inhalt des Briefs war simpel.
dar,5661797,5488147;10228688;12655355,Ein Schwa stellt einen neutralen Vokal dar.
richter,9969200,10359880;13789789;5969853,Die Richter verliehen Toms Krippe den Hauptpreis.
entsteht,10983851,9805345;5731397;1368849,Kreativität entsteht durch Interaktion von linker und rechter Gehirnhälfte.
stahl,1268730,13613099;2406205;4817209,"Stahl ist biegsam, doch Eisen ist nicht biegsam."
herausfinden,2575778,9976349;9976350;4688789,Ich möchte die Quelle dieses unverantwortlichen Gerüchts herausfinden.
peinlich,9257997,9401175;11557281;13650102,Sich draußen umziehen ist peinlich.
zugeben,3113564,7839643;12890130;519,"Ich muss zugeben, dass ich neugierig bin."
anzahl,11778837,12595499;1852731;12595501,Die Anzahl neuer Infektionen stagniert.
arabisch,2799264,13038500;12126155;13725238,Syrien heißt auf Arabisch Sūriyā.
rezept,12450688,6207507;2950261;12788000,Laut Rezept brauchen wir süßen Senf.
kapitän,1796006,3446339;1717049;784146,"Der Kapitän befahl, die Segel einzuziehen."
klassenzimmer,3072444,4329624;9636374;1623396,Darf man Speisen ins Klassenzimmer mitnehmen?
befolgen,9978949,12681439;2575771;7866556,Sie sollten die Schulregeln befolgen.
atmosphäre,11787112,4974458;4974460;3852547,Die allgemeine Atmosphäre war optimistisch.
irgendwohin,7810270,12495707;13075712;664201,Der Ballon wurde vom Winde irgendwohin verweht.
kätzchen,1786430,2270884;623489;756074,"Die Forscher haben Kätzchen gezüchtet, die im Dunkeln leuchten."
franzosen,12184592,13702528;365347;8105373,Fußball ist der Lieblingssport der Franzosen.
ton,1729429,755441;13918665;3005648,Ich drehe den Ton des Radios herunter.
dunkeln,1848652,5087631;1786430;12595177,Tom saß im Schneidersitz im Dunkeln.
verhaftet,7696717,7697266;8001333;1639409,Sami wurde wegen Ladendiebstahls verhaftet.
stirn,2220187,2519686;399502;3417926,Klingonen haben eine zerfurchte Stirn.
weggehen,5162188,5348603;695471;967810,Vielleicht solltest du nicht weggehen.
wirkung,3494977,3494978;10751755;13040885,Ihr verwechselt Ursache und Wirkung.
stürzte,1388387,3370226;2934571;11852073,Tom stürzte und verletzte sein Knie.
gewiss,1045261,1853951;2199869;2915089,Ihre Bemühungen werden gewiss Früchte tragen.
scherz,3186473,5035638;5079769;3868005,Das ist ein makabrer Scherz.
stoff,13678869,2467543;869641;12680710,Der Stoff kann anhand der Probe identifiziert werden.
achtung,13929077,1683921;9996703;704624,"Achtung, diese Soße ist schärfer."
abschied,9583762,3714898;5155477;2021132,Lass dich zum Abschied umarmen.
selbstmord,1514551,1530211;628828;13191155,Yuriko Himekusa hat Selbstmord begangen.
extrem,5939820,937036;1811014;709468,Der Teppich ist extrem verdreckt.
unwahrscheinlich,5984855,989754;2435908;7770945,"Das ist möglich, aber höchst unwahrscheinlich."
küste,772607,10168571;481874;11244195,Die Marine verteidigt unsere Küste.
korrigieren,989126,1707294;3614652;7556741,Korrigieren Sie die folgenden Sätze.
erstaunt,1711479,4563891;2889112;344606,Ihre Klugheit erstaunt mich oft.
verbrannt,1338537,4254988;7325338;2337924,Besser geschwiegen als das Maul verbrannt.
gekleidet,3415576,5290832;3634869;424247,Auch des Königs Diener war prächtig gekleidet.
nebenan,11817421,11622014;13745611;13940927,"Familie Müller wohnt nebenan, und Familie Bäcker wohnt gegenüber."
besitz,708233,351734;3000484;8728949,Portugal hat den persönlichen Besitz von Drogen entkriminalisiert.
sowie,608444,10688151;5347170;12402697,Er lehrt Mathematik sowie Englisch.
wahnsinn,13597328,1003607;1903353;1918453,Dieser Gedanke ist völliger Wahnsinn.
übersetzer,6048126,6815999;12643362;14002171,Ich bin Übersetzer. Ich übersetze Bücher.
betrachtete,2599699,2106898;9132746;12431261,Verschlafen und verträumt betrachtete Maria ihren Geliebten.
stil,9755157,10528306;1800936;2362997,Sie fügt andauernd Sätze im gehobenen Stil hinzu.
melden,536267,6954172;12186563;1229154,Ich möchte einen Diebstahl melden.
norden,11808155,13746127;626982;771047,Hokkaidō liegt in Japans Norden.
hahn,1817914,3939839;915214;12746551,Der Jäger spannte den Hahn.
verdacht,7981907,8688488;10298071;1366227,Toms Schweigen bestätigte Marias Verdacht.
beginn,1340253,7894589;2414700;3022088,Beginn hier eine neue Zeile.
geschwister,1802606,4737438;8548721;1699372,Die jüngsten Geschwister sind gewöhnlich die hübschesten.
getränk,13867968,3804369;4339336;7669063,Glühwein ist ein alkoholisches Getränk.
veröffentlicht,4702451,3531927;2290229;2484274,Die Erzählungen wurden hauptsächlich in Zeitschriften veröffentlicht.
kerzen,9999189,3658295;1737260;4867051,Die Kerzen wurden vom Luftzug gelöscht.
tempel,2147235,5309131;13950856;1862288,"Der Markt lehrt dich's, nicht der Tempel."
flagge,2798556,3001596;5319043;6985572,Jahrelang segelte das Schiff unter falscher Flagge.
geeignet,2256190,6021282;1335250;8888012,Diese Pflanze ist zum Verzehr geeignet.
flucht,8671798,2498170;5221397;968166,Er wandte sich zur Flucht.
verfügt,4889462,5268177;5798369;12339276,Tom verfügt über beeindruckende Lateinkenntnisse.
stimmung,5388330,11787114;2321208;639073,Die Stimmung im Gerichtssaal war angespannt.
arbeitslos,3406767,9087293;8432603;12186563,Eigentlich bin ich derzeit arbeitslos.
abwesenheit,11488199,3296569;1227014;7802346,Seine Abwesenheit war sonderbar und unerklärlich.
aussprache,6948461,7295140;7295141;13293819,Sie hat eine makellose Aussprache.
verlaufen,362103,1584922;3392335;1515776,Die Schienen verlaufen parallel zur Straße.
jäger,776065,7871967;748432;748669,Der Jäger erschoss den Fuchs.
ausnahme,3851030,4391276;11062318;1054806,Ich grüße alle ohne Ausnahme!
möglichst,11069402,8805395;1817592;12621550,Jugendliche wollen möglichst schnell wirtschaftlich unabhängig werden.
vorhaben,4948430,3074380;8576876;3070334,Dein Vorhaben dünkt mich gar fürtrefflich.
druck,1706865,13340671;2909791;1766090,"Wenn eine Schnittwunde blutet, wende Druck an!"
übrigens,9287123,13363016;2043579;5888935,Was machst du übrigens hiernach?
bedanken,2781063,12151690;7188894;9549901,"Tom vergisst nie, sich zu bedanken."
anstatt,4454925,5020409;9587176;2328179,"Iss, anstatt das Fernsehen anzuschauen."
entwickeln,1495360,1693355;5926390;1693354,Gute Vorsätze entwickeln später viele Nebensätze.
turm,423323,13919149;6703710;746019,Er ist der höchste Turm Japans.
vergleich,2743668,8160345;519186;5144399,Das ist ein ungeeigneter Vergleich.
versehen,7066125,8567344;8874329;10185482,Der Gefangene ist mit Ketten versehen.
chicago,12449029,2042442;2042443;2042444,Die Chicago-style deep-dish pizza ist eine Kalorienbombe.
zeichnen,13473469,8793057;2418451;13534439,Am Horizont zeichnen sich Wahlen ab.
erwähnt,2488502,724229;13950095;12788000,Dieser strafmildernde Umstand sei zu deinen Gunsten erwähnt.
revolution,673548,1142140;13845367;2909711,Eine technische Revolution ist erfolgt.
existenz,971823,13719509;1953258;1953259,›Existenz‹ ist ein leerer Begriff.
ne,1264781,13391715;9312585;6119992,Sie hat ’ne Schraube locker.
worin,13872501,3165421;12903562;13860925,Worin unterscheidet sich die Symbiose vom Parasitismus?
september,13936958,13382608;2718835;10812366,Der Zweite Weltkrieg endete am 2. September 1945.
handtuch,10631655,6566623;8819488;9190716,Dieses Handtuch hat einen üblen Geruch.
löschen,2830245,3043830;6214358;10851230,Löschen Sie bitte mein Konto.
us,11804852,383141;2104827;8705987,Die nennen die US-Invasionen Befreiung.
ernähren,999320,13064554;13064555;13531757,Bienen ernähren sich von Nektar.
nirgendwo,1870945,6034954;6806103;2348503,Man kann sonst nirgendwo parken.
ermordet,3751997,518919;772679;637870,"Der große römische Held, Julius Cäsar, wurde ermordet."
blickte,2296985,2707915;901677;5717014,Der Kranich blickte auf die Hälse der Kraniche.
lkw,9847351,10513253;12109941;13817336,"Hilfst du mir, den Lkw auszuladen?"
schmetterling,371830,2226010;11131894;11679648,Er entdeckte zufällig einen seltenen Schmetterling.
bereuen,787416,3383519;2353544;11639772,Das sollst du am Kreuze bereuen.
nachtisch,361421,655384;2727879;1044035,Als Nachtisch wurden Äpfel serviert.
engländer,2746685,394176;8798732;2695989,Napoleon nannte die Engländer eine Nation von Krämern.
erkältet,3395642,3395643;8511206;876495,Deshalb hat sich Yoshio erkältet.
ausgesprochen,971200,5694132;2217609;2869872,Wie wird Ihr Vorname ausgesprochen?
kaiser,5806458,12291750;8167203;10336094,Caligula war ein wahnsinniger Kaiser.
hierhergekommen,12594792,5302413;7265302;7765228,Sind Sie wirklich freiwillig hierhergekommen?
klingelte,13277590,6326847;14010033;2260906,"Er schlief friedlich, als der Wecker klingelte."
bürgermeister,7101851,1146884;5099645;2663890,Unsere Gemeinde hat den jüngsten Bürgermeister Frankreichs.
bemühungen,12341246,1911203;3416741;4436607,Alle Bemühungen der Ärzte waren erfolglos.
moskau,11697871,1215197;8773518;5995804,Mexiko ist ca. 10 000 km von Moskau entfernt.
prinz,2458744,4053341;5788022;1782855,Der Prinz erschlug den Drachen.
löwe,8667326,8745733;11205038;4829823,Der Löwe jagt eine Antilope.
beschwert,9029467,11502817;12186555;1713412,Tom beschwert sich häufig über Mücken.
ausruhen,8814361,9232998;754433;1337161,Du solltest dich jetzt ausruhen.
breit,2686865,4978915;5635356;6392347,"Ist der Baum prächtig gewachsen, ist der Jahresring breit."
pistole,4067985,7441685;7636221;5025616,Tom holte seine Pistole raus.
mitzuteilen,8220471,9548952;1835206;7728701,Ebendas habe ich ihr mitzuteilen versucht!
abschluss,2657087,1285855;13928926;8314378,Den Abschluss des Boulevards bildet ein Obelisk.
verteidigen,13667472,13667474;13667475;2163252,Schwäne verteidigen ihre Jungen erbarmungslos.
bananen,12448485,13833688;3324603;7791340,Die Bananen kosten 99 Cent pro Kilo.
dünn,11462046,6046601;1984152;4176097,Diese selbstgemachten Crêpes sind sehr dünn.
gleicht,5991975,675750;2802240;5994696,Es gleicht der Leistungsstärke eines Pferdes.
voneinander,1715338,1705301;2793887;10294601,Diese zwei Faktoren sind unabhängig voneinander.
bedingungen,5896333,8059156;13395841;13930407,Nehmt ihr meine Bedingungen an?
zwillinge,6470631,763942;8200620;10631139,Dan und Linda sind Zwillinge.
dunkle,10223986,4892445;3002625;938465,Dunkle Energie ist noch geheimnisvoller als dunkle Materie.
hühner,12226554,3577557;678580;4645418,Die Hühner gründeten eine Genossenschaft.
donnerstag,13382608,13659613;2916065;5888966,"Heute ist Donnerstag, der fünfte September zweitausenddreizehn."
kellner,6147509,880144;1008407;4537403,Der Kellner empfahl dieses Gericht.
arsch,13416184,12575731;840000;9667066,Tom Hansen ist ein neureicher Arsch.
bedroht,5223301,6761089;5085826;6130136,Pastor King und seine Anhänger wurden bedroht.
öffentlichen,5064121,11550485;11968379;8630545,Tom möchte Minderheiten von öffentlichen Plätzen fernhalten.
unendlich,7752771,2333068;12093895;439,Sie hat unendlich viele Ressourcen.
wenden,5328180,1030564;14019030;1644036,Vögel verändern zum Wenden und Manövrieren ihre Flügelform.
schublade,12248390,13957610;12248396;7328442,Legen Sie sie in dieselbe Schublade.
abgelehnt,6972189,1527195;2246581;9559188,Limburger wird oft als „Stinkekäse“ abgelehnt.
zerbrochen,11868607,2940443;3667938;775386,Leonids Herz war in Stücke zerbrochen.
abstand,1265073,10975710;12352510;7009031,Er beobachtete das gelassen aus angemessenem Abstand.
fett,1297253,6368455;5657135;8822270,"Räder, die quietschen, bekommen das meiste Fett."
weltkrieg,13936942,13936958;1612440;11491212,Der Erste Weltkrieg endete am 11. November 1918.
unterschreiben,2357471,3894002;2255984;2513633,Unterschreiben Sie auf der punktierten Linie.
wahnsinnig,568503,2332854;4460386;11032201,Diese Verantwortungslosigkeit macht mich wahnsinnig.
riss,369285,979653;10361462;7201794,Er füllte den Riss mit Kitt.
konferenz,8728376,5971843;764909;783685,Die Konferenz wird übermorgen in Tokyo stattfinden.
wunderbar,10496617,1358302;991500;12592236,Die Klarheit von Ido ist wunderbar.
portugiesisch,11067441,9941904;13957783;6991206,Maria unterrichtet Ausländer in Portugiesisch.
verabschieden,5587773,6317733;6625164;6119023,Ich wollte mich nur verabschieden.
grau,12144267,13935796;2716826;7824142,Die Dämmerung lässt alles grau erscheinen.
überein,1937873,2723151;2775803;12602122,Abendrede und Morgenrede kommen selten überein.
herausforderung,2634563,4457046;8470690;4925249,Ich konnte Toms Herausforderung schwerlich ablehnen.
erwiderte,10162459,3043760;12163662;3402018,"Tom erwiderte die Schüsse derer, die auf ihn feuerten."
überqueren,587811,12258532;2483654;12779831,"Harry schaffte es, den Fluss schwimmend zu überqueren."
panik,2353973,3239638;2498170;2498162,Der falsche Bombenalarm verursachte eine Panik.
gang,6597306,1814199;3565426;2157697,Ich muss im dritten Gang anstarten.
inneren,6021282,10771100;13519564;519144,Toki Pona ist geeignet für meinen inneren Monolog.
fußboden,925050,1205136;3643148;8933677,Sue hob einen Bleistift vom Fußboden auf.
kommenden,11550485,2509304;13819493;3126854,Kommenden April steigen die Gebühren der öffentlichen Versorgungsbetriebe.
ausdrücken,361959,7820112;9059160;1181973,Ich möchte ihr meine Dankbarkeit ausdrücken.
wecker,1820329,6971480;8639271;12137730,Ich habe meinen Wecker überhört.
ampel,9601821,10534917;10789841;1219588,An der ersten Ampel rechts abbiegen.
trocken,2509776,3332773;8576990;8576992,"Sind die Socken der Erzherzogin trocken, pulvertrocken?"
angewohnheit,843698,5305854;785894;8591393,Du musst diese Angewohnheit loswerden.
lektion,2146577,5384396;4394253;7466837,Maria erteilte Tom eine Lektion.
ignorieren,2241730,2432407;8577025;12565930,Ignorieren ist noch keine Toleranz.
ungewöhnlich,1106795,1357834;2130058;3713254,Seine Ehefrau ist ungewöhnlich talentiert.
mäuse,8576185,12031763;13341534;7859321,"Mit Speck fängt man Mäuse, mit Versprechungen Aktionäre."
last,705158,5353153;5233176;2217734,Einer trage des anderen Last.
urteil,10359881,12126398;2183090;605341,Die Richterin verkündete das Urteil.
mörder,10612493,2663866;3780653;4424384,Toms mutmaßlicher Mörder wurde festgenommen.
vorgestern,743824,888408;3669521;10656670,„Wann bist du denn wiedergekommen?“ – „Vorgestern.“
bushaltestelle,13754398,808932;10651590;419082,Ich sitze gerade an der Bushaltestelle.
außerdem,1319038,1319041;3122683;7528203,Außerdem besitzt sie künstlerisches Gespür.
gefühlt,13406455,4948880;7414270;11973854,Ich hab mich betrogen gefühlt.
angegriffen,7031202,13803234;13977331;1518328,In Argentinien wurden Badende von Piranhas angegriffen.
hafen,9435494,11235442;364969;8935334,Die dunkelblaue Jacht ankerte im Hafen von Saint-Tropez.
narr,1981530,4952682;5216453;863683,"Wenn du anbeißt, bist du ein Narr."
komplett,1508146,10033543;1508411;4032060,Die britischen Fußballfans benehmen sich manchmal komplett daneben.
mike,1440574,2808100;408564;703377,"Verlier nicht dein Selbstvertrauen, Mike."
scheiße,635001,12575731;2340317;414342,Scheiße in Champagnerflaschen wird selbst Kenner überraschen.
orange,8638710,12197867;2813070;5956666,Diese Früchtetees schmecken wie Orange mit Zimt.
ersetzen,9215056,3927303;13878265;396996,Wir müssen die Kerze ersetzen.
baden,670449,8064632;1986514;2874549,"Gehe offline, um zu baden."
anruf,5976134,8596401;13489409;1934229,Herzlichen Dank für deinen Anruf.
vase,775386,3483195;5292971;2884130,Ich habe die Vase absichtlich zerbrochen.
schild,908143,1976688;1239044;2431521,"Auf dem Schild steht: ""Vorsicht Baustelle."""
linie,13775454,459730;2255984;2814077,In erster Linie leidet die friedliche Bevölkerung.
naiv,2945075,2945082;2945086;2946000,Diese Leute sind kindlich naiv.
ruhestand,1105514,4298424;8690604;12592152,Tom entschied sich für einen frühen Ruhestand.
woanders,3305293,4072889;3011755;4881001,Könntest du bitte woanders parken?
türkisch,13747123,14004030;2006271;6852810,Warum lernst du kein Türkisch?
mathe,684960,759466;9089687;9451212,Unsere erste Unterrichtsstunde ist Mathe.
verfolgt,8745733,11595241;3603835;2720377,Der Löwe verfolgt seine Beute.
bewundere,3392386,399035;5643086;5643087,Ich bewundere ihre geistige Unabhängigkeit.
zahlreiche,1236275,1848906;8294487;1707087,Zahlreiche Verbände fordern ein Alkoholverbot am Steuer.
handtasche,7277803,2599381;8842927;4312819,Maria kaufte sich eine teure Handtasche.
genossen,3363707,1456416;2829277;3527328,Wir genossen unsere Ferien in vollen Zügen.
tomaten,1034143,8589398;923644;8718355,Er züchtet Tomaten im Gemüsegarten.
anspruch,1973357,4626280;594407;3226920,Er hat keinen Anspruch auf Schonung.
rotwein,1574275,2939810;6148668;776171,"Weißwein soll kühl getrunken werden, Rotwein zimmerwarm."
heran,3142186,798278;4656363;12353895,Wölfe pirschten sich an die Herde heran.
zubereitet,11504244,1484432;13635658;2036522,Thunfischbrote werden gewöhnlich mit Mayonnaise zubereitet.
abgesagt,1555642,2346940;792610;3846593,Das Baseballspiel wurde wegen starken Regens abgesagt.
ankunft,3924717,10282143;5600139;2791823,Die Nachricht ihrer Ankunft begeisterte die Menge.
schultern,13718514,13718517;1865116;6060130,Die gesamte Hausarbeit lastet auf ihren Schultern.
seil,13960936,13960938;7441676;7844046,Ein dickes Seil reißt nicht.
ordentlich,7781316,2233421;556952;7412993,"Ich rate euch allen, euch ordentlich auszuruhen."
karriere,1516298,753999;8815493;8815494,Seine politische Karriere ist beendet.
mittwoch,13659613,7774837;2504093;2504099,"Montag, Dienstag, Mittwoch, Donnerstag, Freitag, Sonnabend, Sonntag."
bühne,13758599,5415457;12004343;1516292,Buh! Runter von der Bühne!
überwinden,5499613,588688;3630744;7560308,Er kann jedes Hindernis überwinden.
botschaft,636671,7371266;7371265;1218945,Er hat Zugang zur amerikanischen Botschaft.
lampe,12655841,3189115;13187577;560160,Das Licht der Lampe pulsierte beunruhigend.
komma,13581868,3047175;8737728;2109133,Hier ist kein Komma erforderlich.
entspricht,12680659,13985973;923644;12680660,Eine schwedische Meile entspricht zehn Kilometern.
sex,13859477,2223823;13141432;640559,Sex-Appeal ist der Grundstein unserer Zivilisation.
allerdings,13069991,10848971;11951014;13427614,Die Arbeit ist allerdings beendet.
sängerin,12406472,7290076;6462869;10039338,Maja Keuc ist eine slowenische Sängerin.
mehrmals,9787820,2613889;905663;10196241,Ich habe ihn mehrmals gewarnt.
braun,5340131,5993105;8182049;1187030,"Die Blätter sind rot, gelb, braun."
gegründet,12799040,13448602;6672421;12799043,Jerewan wurde 782 v. Chr. gegründet.
verwandt,11916980,11916982;12459155;9941887,"Pflanzenwespen sind mit Ameisen, Bienen und Wespen verwandt."
pflegte,8786863,1487073;1900063;3189319,Er pflegte seinen kranken Vater.
tafel,13822902,9636180;9694511;11565124,Er klebte die Notiz mit Reißnägeln an die Tafel.
mütze,12915732,8292997;1492266;1253596,Mary strickt Tom eine Mütze.
fass,4086853,843377;2268825;1217576,Das bringt das Fass zum Überlaufen.
