form,rank,lemma,group_id,method
endrunde,98839,endrunde,endrunde,ungrouped
patrizier,98840,patrizier,patrizier,ungrouped
laotischen,98841,laotisch,laotisch,declension
dunham,98842,dunham,dunham,ungrouped
sasquatch,98843,sasquatch,sasquatch,ungrouped
runterzuspülen,98844,runterzuspülen,runterzuspülen,ungrouped
ansagen,98845,ansagen,ansagen,ungrouped
törichteres,98846,törichter,törichter,declension
anfälligsten,98847,anfälligsten,anfälligsten,ungrouped
wachstumsmarkt,98848,wachstumsmarkt,wachstumsmarkt,ungrouped
hockeyteam,98849,hockeyteam,hockeyteam,ungrouped
plastikwasserflaschen,98850,plastikwasserflaschen,plastikwasserflaschen,ungrouped
standesgemäßere,98851,standesgemäßere,standesgemäßere,ungrouped
hämatome,98852,hämatome,hämatome,ungrouped
stadtstreicherin,98853,stadtstreicherin,stadtstreicherin,ungrouped
hodscha,98854,hodscha,hodscha,ungrouped
arbeitswillig,98855,arbeitswillig,arbeitswillig,ungrouped
galatasaray,98856,galatasaray,galatasaray,ungrouped
ehrlicherweise,98857,ehrlicherweise,ehrlicherweise,ungrouped
karmakonto,98858,karmakonto,karmakonto,ungrouped
erfolgsweg,98859,erfolgsweg,erfolgsweg,ungrouped
sternentag,98860,sternentag,sternentag,ungrouped
verheißungsvoller,98861,verheißungsvoll,verheißungsvoll,declension
entlastung,98862,entlastung,entlastung,ungrouped
supertag,98863,supertag,supertag,ungrouped
wiedervereinigte,98864,wiedervereinigte,wiedervereinigte,ungrouped
generalüberholung,98865,generalüberholung,generalüberholung,ungrouped
aussteiger,98866,aussteiger,aussteiger,ungrouped
beharrenden,98867,beharrenden,beharrenden,ungrouped
hollywoodschaukel,98868,hollywoodschaukel,hollywoodschaukel,ungrouped
zahlungssysteme,98869,zahlungssysteme,zahlungssysteme,ungrouped
straßenlage,98870,straßenlage,straßenlage,ungrouped
vergeb,98871,vergeb,vergeb,ungrouped
klasses,98872,klasse,klasse,plural
lieblingsvideospiel,98873,lieblingsvideospiel,lieblingsvideospiel,ungrouped
vermögensanlage,98874,vermögensanlage,vermögensanlage,ungrouped
fremdworten,98875,fremdwort,fremdwort,declension
lorbeerkraut,98876,lorbeerkraut,lorbeerkraut,ungrouped
saucenköche,98877,saucenköche,saucenköche,ungrouped
steche,98878,stechen,stechen,verb
orientalisch,98879,orientalisch,orientalisch,ungrouped
sommerszeit,98880,sommerszeit,sommerszeit,ungrouped
übten,98881,übt,übt,declension
leberwurstbrote,98882,leberwurstbrote,leberwurstbrote,ungrouped
aneinanderkettet,98883,aneinanderkettet,aneinanderkettet,ungrouped
eispanzer,98884,eispanzer,eispanzer,ungrouped
schwanenpaar,98885,schwanenpaar,schwanenpaar,ungrouped
humusschicht,98886,humusschicht,humusschicht,ungrouped
busladung,98887,busladung,busladung,ungrouped
busfuhre,98888,busfuhre,busfuhre,ungrouped
petrischale,98889,petrischale,petrischale,ungrouped
försterei,98890,försterei,försterei,ungrouped
menüangebot,98891,menüangebot,menüangebot,ungrouped
tomatenscheiben,98892,tomatenscheiben,tomatenscheiben,ungrouped
antut,98893,antut,antut,ungrouped
straffe,98894,straff,straff,declension
arbeitskommando,98895,arbeitskommando,arbeitskommando,ungrouped
krebsopfer,98896,krebsopfer,krebsopfer,ungrouped
ordungsgemäß,98897,ordungsgemäß,ordungsgemäß,ungrouped
heldenhafte,98898,heldenhaft,heldenhaft,declension
kraftübungen,98899,kraftübungen,kraftübungen,ungrouped
kohlenhydraten,98900,kohlenhydrat,kohlenhydrat,declension
limette,98901,limette,limette,ungrouped
hörbereich,98902,hörbereich,hörbereich,ungrouped
weinrausch,98903,weinrausch,weinrausch,ungrouped
fruchtlos,98904,fruchtlos,fruchtlos,ungrouped
höhergestellt,98905,höhergestellt,höhergestellt,ungrouped
riesenheuchlerei,98906,riesenheuchlerei,riesenheuchlerei,ungrouped
backware,98907,backware,backware,ungrouped
riesentorheit,98908,riesentorheit,riesentorheit,ungrouped
schönheitsartikel,98909,schönheitsartikel,schönheitsartikel,ungrouped
schnapsfontänen,98910,schnapsfontänen,schnapsfontänen,ungrouped
diskoschuhen,98911,diskoschuhen,diskoschuhen,ungrouped
spinnenfetisch,98912,spinnenfetisch,spinnenfetisch,ungrouped
begießt,98913,begießt,begießt,ungrouped
herstellungsfabrik,98914,herstellungsfabrik,herstellungsfabrik,ungrouped
grippeviren,98915,grippeviren,grippeviren,ungrouped
höllisches,98916,höllisch,höllisch,declension
lasern,98917,lasern,lasern,ungrouped
pyrotechnischen,98918,pyrotechnischen,pyrotechnischen,ungrouped
festlegt,98919,festlegt,festlegt,ungrouped
zielvorstellung,98920,zielvorstellung,zielvorstellung,ungrouped
drachenpaar,98921,drachenpaar,drachenpaar,ungrouped
fliegern,98922,fliegern,fliegern,ungrouped
dagegensprechen,98923,dagegensprechen,dagegensprechen,ungrouped
liegenlasst,98924,liegenlassen,liegenlassen,verb
lüde,98925,lüde,lüde,ungrouped
fließbandverbesserungen,98926,fließbandverbesserungen,fließbandverbesserungen,ungrouped
spätfrühling,98927,spätfrühling,spätfrühling,ungrouped
hineinfüllte,98928,hineinfüllte,hineinfüllte,ungrouped
hinfuhr,98929,hinfuhr,hinfuhr,ungrouped
nichteinhaltung,98930,nichteinhaltung,nichteinhaltung,ungrouped
wegzuhören,98931,wegzuhören,wegzuhören,ungrouped
zurücktransferieren,98932,zurücktransferieren,zurücktransferieren,ungrouped
stärkehaltiges,98933,stärkehaltige,stärkehaltige,plural
aufschreibt,98934,aufschreiben,aufschreiben,verb
schießübungen,98935,schießübung,schießübung,declension
extrawürzigem,98936,extrawürzigem,extrawürzigem,ungrouped
salzsorten,98937,salzsorten,salzsorten,ungrouped
überquerungsversuch,98938,überquerungsversuch,überquerungsversuch,ungrouped
herausmusste,98939,herausmusste,herausmusste,ungrouped
herausgegriffen,98940,herausgegriffen,herausgegriffen,ungrouped
kleidungstaschen,98941,kleidungstaschen,kleidungstaschen,ungrouped
vormitternächtlichen,98942,vormitternächtlichen,vormitternächtlichen,ungrouped
nachmitternächtliche,98943,nachmitternächtliche,nachmitternächtliche,ungrouped
gourmetwürzungen,98944,gourmetwürzungen,gourmetwürzungen,ungrouped
verbrächtest,98945,verbrächtest,verbrächtest,ungrouped
verbrächtet,98946,verbrächtet,verbrächtet,ungrouped
verbrächten,98947,verbrächten,verbrächten,ungrouped
vertragsbruch,98948,vertragsbruch,vertragsbruch,ungrouped
riesenparty,98949,riesenparty,riesenparty,ungrouped
harmony,98950,harmony,harmony,ungrouped
seas,98951,seas,seas,ungrouped
berühmtester,98952,berühmtester,berühmtester,ungrouped
durchsuchst,98953,durchsuchst,durchsuchst,ungrouped
reinholst,98954,reinholst,reinholst,ungrouped
vermüllens,98955,vermüllens,vermüllens,ungrouped
herumzutigern,98956,herumzutigern,herumzutigern,ungrouped
wärmst,98957,wärmst,wärmst,ungrouped
wohliges,98958,wohlig,wohlig,declension
verkrümelt,98959,verkrümelt,verkrümelt,ungrouped
klimakampf,98960,klimakampf,klimakampf,ungrouped
verschiedentlich,98961,verschiedentlich,verschiedentlich,ungrouped
blumenuhr,98962,blumenuhr,blumenuhr,ungrouped
schnippisch,98963,schnippisch,schnippisch,ungrouped
erzeugnisvielfalt,98964,erzeugnisvielfalt,erzeugnisvielfalt,ungrouped
walflosse,98965,walflosse,walflosse,ungrouped
aprikosenbäumen,98966,aprikosenbäumen,aprikosenbäumen,ungrouped
plagiatsfall,98967,plagiatsfall,plagiatsfall,ungrouped
ausruck,98968,ausruck,ausruck,ungrouped
sendeten,98969,sendet,sendet,declension
wunschlisten,98970,wunschlisten,wunschlisten,ungrouped
feministisch,98971,feministisch,feministisch,ungrouped
familienfreundliche,98972,familienfreundliche,familienfreundliche,ungrouped
bügelst,98973,bügelst,bügelst,ungrouped
abstraktem,98974,abstrakt,abstrakt,declension
unruhestifterin,98975,unruhestifterin,unruhestifterin,ungrouped
tonziegeldach,98976,tonziegeldach,tonziegeldach,ungrouped
malträtierten,98977,malträtiert,malträtiert,declension
brandschatzten,98978,brandschatzten,brandschatzten,ungrouped
bekundest,98979,bekundest,bekundest,ungrouped
indoktriniert,98980,indoktriniert,indoktriniert,ungrouped
zuckerschnute,98981,zuckerschnute,zuckerschnute,ungrouped
vorbeikamen,98982,vorbeikam,vorbeikam,declension
küchenbodens,98983,küchenboden,küchenboden,plural
überzustrapazieren,98984,überzustrapazieren,überzustrapazieren,ungrouped
tiefgreifendes,98985,tiefgreifend,tiefgreifend,declension
einzustudieren,98986,einzustudieren,einzustudieren,ungrouped
einstudiert,98987,einstudiert,einstudiert,ungrouped
zusammenreimen,98988,zusammenreimen,zusammenreimen,ungrouped
hinbrachte,98989,hinbrachte,hinbrachte,ungrouped
hammertyp,98990,hammertyp,hammertyp,ungrouped
einbruchsicher,98991,einbruchsicher,einbruchsicher,ungrouped
tarou,98992,tarou,tarou,ungrouped
geometrieklassenarbeit,98993,geometrieklassenarbeit,geometrieklassenarbeit,ungrouped
spurgeon,98994,spurgeon,spurgeon,ungrouped
dreinblickende,98995,dreinblickend,dreinblickend,declension
christenfrau,98996,christenfrau,christenfrau,ungrouped
winder,98997,wind,wind,declension
heruntereilte,98998,heruntereilte,heruntereilte,ungrouped
liebzuhaben,98999,liebzuhaben,liebzuhaben,ungrouped
umsteigerei,99000,umsteigerei,umsteigerei,ungrouped
caramba,99001,caramba,caramba,ungrouped
erschufen,99002,erschuf,erschuf,declension
preisgünstiger,99003,preisgünstig,preisgünstig,declension
weitertrinkt,99004,weitertrinkt,weitertrinkt,ungrouped
umweltsteuer,99005,umweltsteuer,umweltsteuer,ungrouped
nachzuschminken,99006,nachzuschminken,nachzuschminken,ungrouped
koreakrieg,99007,koreakrieg,koreakrieg,ungrouped
hockeyspiel,99008,hockeyspiel,hockeyspiel,ungrouped
ngu,99009,ngu,ngu,ungrouped
schan,99010,schan,schan,ungrouped
zhu,99011,zhu,zhu,ungrouped
melancholischem,99012,melancholisch,melancholisch,declension
befeuernder,99013,befeuernder,befeuernder,ungrouped
haupttorwächters,99014,haupttorwächters,haupttorwächters,ungrouped
fernland,99015,fernland,fernland,ungrouped
spendende,99016,spenden,spenden,verb
unzerbrechliches,99017,unzerbrechlich,unzerbrechlich,declension
delilah,99018,delilah,delilah,ungrouped
brendas,99019,brenda,brenda,plural
umlaufsinn,99020,umlaufsinn,umlaufsinn,ungrouped
gehaltszahlung,99021,gehaltszahlung,gehaltszahlung,ungrouped
lastschrift,99022,lastschrift,lastschrift,ungrouped
verschwommenen,99023,verschwommen,verschwommen,declension
haines,99024,hain,hain,declension
nettere,99025,netter,netter,declension
petzt,99026,petzt,petzt,ungrouped
hauptattraktion,99027,hauptattraktion,hauptattraktion,ungrouped
kampfkünstler,99028,kampfkünstler,kampfkünstler,ungrouped
vorzeigepizzeria,99029,vorzeigepizzeria,vorzeigepizzeria,ungrouped
kakerlakenbefalls,99030,kakerlakenbefalls,kakerlakenbefalls,ungrouped
bretzel,99031,bretzel,bretzel,ungrouped
tontlawald,99032,tontlawald,tontlawald,ungrouped
glotzte,99033,glotzt,glotzt,declension
berlinale,99034,berlinale,berlinale,ungrouped
kapischo,99035,kapischo,kapischo,ungrouped
himmelte,99036,himmelt,himmelt,declension
zwangzigsten,99037,zwangzigsten,zwangzigsten,ungrouped
löwenpaar,99038,löwenpaar,löwenpaar,ungrouped
nouvelle,99039,nouvelle,nouvelle,ungrouped
cuisine,99040,cuisine,cuisine,ungrouped
hineinrührt,99041,hineinrührt,hineinrührt,ungrouped
störfall,99042,störfall,störfall,ungrouped
einleuchtete,99043,einleuchtete,einleuchtete,ungrouped
kampfkünsten,99044,kampfkünsten,kampfkünsten,ungrouped
lieblingsmusiker,99045,lieblingsmusik,lieblingsmusik,declension
exakter,99046,exakt,exakt,declension
klagenfurt,99047,klagenfurt,klagenfurt,ungrouped
jammerfels,99048,jammerfels,jammerfels,ungrouped
märchenbüchern,99049,märchenbüchern,märchenbüchern,ungrouped
beliebtheitstest,99050,beliebtheitstest,beliebtheitstest,ungrouped
hinmuss,99051,hinmuss,hinmuss,ungrouped
klimatechniker,99052,klimatechniker,klimatechniker,ungrouped
privilegierung,99053,privilegierung,privilegierung,ungrouped
personendaten,99054,personendaten,personendaten,ungrouped
werbetreibende,99055,werbetreibende,werbetreibende,ungrouped
suchanfragen,99056,suchanfragen,suchanfragen,ungrouped
arbeitszelle,99057,arbeitszelle,arbeitszelle,ungrouped
großraumbüros,99058,großraumbüros,großraumbüros,ungrouped
strandkrabbe,99059,strandkrabbe,strandkrabbe,ungrouped
stockenten,99060,stockenten,stockenten,ungrouped
schlangenhaut,99061,schlangenhaut,schlangenhaut,ungrouped
hach,99062,hach,hach,ungrouped
zuspätkommerin,99063,zuspätkommerin,zuspätkommerin,ungrouped
friedensthal,99064,friedensthal,friedensthal,ungrouped
berufsmörder,99065,berufsmörder,berufsmörder,ungrouped
autostereoanlage,99066,autostereoanlage,autostereoanlage,ungrouped
riesenknall,99067,riesenknall,riesenknall,ungrouped
gefängnispforte,99068,gefängnispforte,gefängnispforte,ungrouped
südrand,99069,südrand,südrand,ungrouped
harzes,99070,harz,harz,declension
mittelgebirges,99071,mittelgebirge,mittelgebirge,plural
vektorgröße,99072,vektorgröße,vektorgröße,ungrouped
hergestellter,99073,hergestellt,hergestellt,declension
schweigegeld,99074,schweigegeld,schweigegeld,ungrouped
pizzalieferantin,99075,pizzalieferantin,pizzalieferantin,ungrouped
schauspieltalent,99076,schauspieltalent,schauspieltalent,ungrouped
nuancierter,99077,nuanciert,nuanciert,declension
realityshow,99078,realityshow,realityshow,ungrouped
gegenstandsverliebt,99079,gegenstandsverliebt,gegenstandsverliebt,ungrouped
allerweltsgesicht,99080,allerweltsgesicht,allerweltsgesicht,ungrouped
kirschgarten,99081,kirschgarten,kirschgarten,ungrouped
mistbeet,99082,mistbeet,mistbeet,ungrouped
betonlandschaft,99083,betonlandschaft,betonlandschaft,ungrouped
festreden,99084,festreden,festreden,ungrouped
löschtest,99085,löschtest,löschtest,ungrouped
löwenpärchen,99086,löwenpärchen,löwenpärchen,ungrouped
geltendem,99087,geltend,geltend,declension
fadilein,99088,fadilein,fadilein,ungrouped
vorzuliegen,99089,vorzuliegen,vorzuliegen,ungrouped
selbszufrieden,99090,selbszufrieden,selbszufrieden,ungrouped
englischfieber,99091,englischfieber,englischfieber,ungrouped
mathematikaufgaben,99092,mathematikaufgaben,mathematikaufgaben,ungrouped
halsbrecherische,99093,halsbrecherisch,halsbrecherisch,declension
verkehrsmanöver,99094,verkehrsmanöver,verkehrsmanöver,ungrouped
herzensfreundin,99095,herzensfreundin,herzensfreundin,ungrouped
mitkriegt,99096,mitkriegt,mitkriegt,ungrouped
gehirnentwicklung,99097,gehirnentwicklung,gehirnentwicklung,ungrouped
rotstift,99098,rotstift,rotstift,ungrouped
gesamtlage,99099,gesamtlage,gesamtlage,ungrouped
erkenntnissen,99100,erkenntnissen,erkenntnissen,ungrouped
ostersonne,99101,ostersonne,ostersonne,ungrouped
kaffeeautomaten,99102,kaffeeautomat,kaffeeautomat,declension
grieß,99103,grieß,grieß,ungrouped
sachbezogen,99104,sachbezogen,sachbezogen,ungrouped
entfaltungsräume,99105,entfaltungsräume,entfaltungsräume,ungrouped
marktanteile,99106,marktanteil,marktanteil,declension
börsencrashs,99107,börsencrash,börsencrash,plural
borschtsuppe,99108,borschtsuppe,borschtsuppe,ungrouped
geldhungriger,99109,geldhungriger,geldhungriger,ungrouped
mikrowellengericht,99110,mikrowellengericht,mikrowellengericht,ungrouped
subdominante,99111,subdominante,subdominante,ungrouped
blümchenkleid,99112,blümchenkleid,blümchenkleid,ungrouped
reitend,99113,reiten,reiten,verb
anastasia,99114,anastasia,anastasia,ungrouped
ausbeulung,99115,ausbeulung,ausbeulung,ungrouped
physikvorlesungen,99116,physikvorlesungen,physikvorlesungen,ungrouped
zuckern,99117,zuckern,zuckern,ungrouped
chaconne,99118,chaconne,chaconne,ungrouped
wunderbarsten,99119,wunderbarsten,wunderbarsten,ungrouped
unbegreiflichsten,99120,unbegreiflichsten,unbegreiflichsten,ungrouped
kontemplation,99121,kontemplation,kontemplation,ungrouped
slenderman,99122,slenderman,slenderman,ungrouped
zweifelhaftes,99123,zweifelhaft,zweifelhaft,declension
wirtschaftsvorlesung,99124,wirtschaftsvorlesung,wirtschaftsvorlesung,ungrouped
davonzulaufen,99125,davonzulaufen,davonzulaufen,ungrouped
freiheitsspielraum,99126,freiheitsspielraum,freiheitsspielraum,ungrouped
seidendeckchen,99127,seidendeckchen,seidendeckchen,ungrouped
kindergemach,99128,kindergemach,kindergemach,ungrouped
impressionisten,99129,impressionisten,impressionisten,ungrouped
diplomatentreffen,99130,diplomatentreffen,diplomatentreffen,ungrouped
billardzimmer,99131,billardzimmer,billardzimmer,ungrouped
heathrow,99132,heathrow,heathrow,ungrouped
wurstbratereien,99133,wurstbratereien,wurstbratereien,ungrouped
achmatowa,99134,achmatowa,achmatowa,ungrouped
gorki,99135,gorki,gorki,ungrouped
arkadi,99136,arkadi,arkadi,ungrouped
gaidar,99137,gaidar,gaidar,ungrouped
stendhal,99138,stendhal,stendhal,ungrouped
blattlosen,99139,blattlosen,blattlosen,ungrouped
verbalkulisse,99140,verbalkulisse,verbalkulisse,ungrouped
umweltbewusstseins,99141,umweltbewusstsein,umweltbewusstsein,plural
verpackungskünstler,99142,verpackungskünstler,verpackungskünstler,ungrouped
verpackungsvermeidungskünstler,99143,verpackungsvermeidungskünstler,verpackungsvermeidungskünstler,ungrouped
frühlingsgefühle,99144,frühlingsgefühle,frühlingsgefühle,ungrouped
zeltstadt,99145,zeltstadt,zeltstadt,ungrouped
paschas,99146,paschas,paschas,ungrouped
tortenstücke,99147,tortenstücke,tortenstücke,ungrouped
aufbrühen,99148,aufbrühen,aufbrühen,ungrouped
tatoebaseiten,99149,tatoebaseiten,tatoebaseiten,ungrouped
deplatzierte,99150,deplatziert,deplatziert,declension
einstellungsgespräche,99151,einstellungsgespräch,einstellungsgespräch,declension
klimadiskussion,99152,klimadiskussion,klimadiskussion,ungrouped
ortsteil,99153,ortsteil,ortsteil,ungrouped
chemieseminare,99154,chemieseminare,chemieseminare,ungrouped
anschmiegsam,99155,anschmiegsam,anschmiegsam,ungrouped
mitzuführen,99156,mitzuführen,mitzuführen,ungrouped
verlernst,99157,verlernst,verlernst,ungrouped
bücherregale,99158,bücherregal,bücherregal,declension
zirkusclown,99159,zirkusclown,zirkusclown,ungrouped
papierbergen,99160,papierbergen,papierbergen,ungrouped
modewelle,99161,modewelle,modewelle,ungrouped
vermittelten,99162,vermittelt,vermittelt,declension
unhygienisch,99163,unhygienisch,unhygienisch,ungrouped
fabrikreif,99164,fabrikreif,fabrikreif,ungrouped
manipulierbar,99165,manipulierbar,manipulierbar,ungrouped
spucks,99166,spuck,spuck,plural
dachstühle,99167,dachstühle,dachstühle,ungrouped
schaukelstühle,99168,schaukelstühle,schaukelstühle,ungrouped
beichtstühle,99169,beichtstühle,beichtstühle,ungrouped
bleistiftstühle,99170,bleistiftstühle,bleistiftstühle,ungrouped
zurückgelegte,99171,zurückgelegt,zurückgelegt,declension
fahrtreppe,99172,fahrtreppe,fahrtreppe,ungrouped
unzusammenhängenden,99173,unzusammenhängend,unzusammenhängend,declension
lehrkörpers,99174,lehrkörper,lehrkörper,plural
latexhandschuhe,99175,latexhandschuhe,latexhandschuhe,ungrouped
tausendstelsekunde,99176,tausendstelsekunde,tausendstelsekunde,ungrouped
beleibter,99177,beleibt,beleibt,declension
lehrerfamilie,99178,lehrerfamilie,lehrerfamilie,ungrouped
ggrrhh,99179,ggrrhh,ggrrhh,ungrouped
kalevala,99180,kalevala,kalevala,ungrouped
smartstein,99181,smartstein,smartstein,ungrouped
davonzudüsen,99182,davonzudüsen,davonzudüsen,ungrouped
körperstelle,99183,körperstelle,körperstelle,ungrouped
löschst,99184,löschen,löschen,verb
hineindürfen,99185,hineindürfen,hineindürfen,ungrouped
manipulativer,99186,manipulativ,manipulativ,declension
ziegenbart,99187,ziegenbart,ziegenbart,ungrouped
bocksbeine,99188,bocksbeine,bocksbeine,ungrouped
bocksbeinen,99189,bocksbeinen,bocksbeinen,ungrouped
gestrafft,99190,gestrafft,gestrafft,ungrouped
handhabt,99191,handhabt,handhabt,ungrouped
fachschrift,99192,fachschrift,fachschrift,ungrouped
venusstatue,99193,venusstatue,venusstatue,ungrouped
pawlowa,99194,pawlowa,pawlowa,ungrouped
tschuwaschin,99195,tschuwaschin,tschuwaschin,ungrouped
diyarbakir,99196,diyarbakir,diyarbakir,ungrouped
medienkartells,99197,medienkartells,medienkartells,ungrouped
bankmanager,99198,bankmanager,bankmanager,ungrouped
boni,99199,boni,boni,ungrouped
himmelst,99200,himmelst,himmelst,ungrouped
angsteinflößendes,99201,angsteinflößend,angsteinflößend,declension
vergräbst,99202,vergräbst,vergräbst,ungrouped
vollhängt,99203,vollhängt,vollhängt,ungrouped
tramen,99204,tram,tram,declension
windschief,99205,windschief,windschief,ungrouped
einzelstehend,99206,einzelstehend,einzelstehend,ungrouped
einzellage,99207,einzellage,einzellage,ungrouped
ernstesten,99208,ernstesten,ernstesten,ungrouped
drittbesten,99209,drittbesten,drittbesten,ungrouped
angeberisches,99210,angeberisch,angeberisch,declension
dulce,99211,dulce,dulce,ungrouped
hypothetischen,99212,hypothetisch,hypothetisch,declension
natriumarm,99213,natriumarm,natriumarm,ungrouped
vorfrühlingsspaziergang,99214,vorfrühlingsspaziergang,vorfrühlingsspaziergang,ungrouped
jägerei,99215,jägerei,jägerei,ungrouped
marquis,99216,marquis,marquis,ungrouped
herzoge,99217,herzog,herzog,declension
mancha,99218,mancha,mancha,ungrouped
gehsteigs,99219,gehsteig,gehsteig,plural
geländeunterschied,99220,geländeunterschied,geländeunterschied,ungrouped
gefälle,99221,gefälle,gefälle,ungrouped
hangneigung,99222,hangneigung,hangneigung,ungrouped
eingangsbereiche,99223,eingangsbereich,eingangsbereich,declension
thermisch,99224,thermisch,thermisch,ungrouped
mansarde,99225,mansarde,mansarde,ungrouped
gebäudegeschosse,99226,gebäudegeschosse,gebäudegeschosse,ungrouped
bodenniveau,99227,bodenniveau,bodenniveau,ungrouped
darüberliegenden,99228,darüberliegenden,darüberliegenden,ungrouped
zurückwendet,99229,zurückwendet,zurückwendet,ungrouped
anstandslos,99230,anstandslos,anstandslos,ungrouped
unvorhersehbares,99231,unvorhersehbar,unvorhersehbar,declension
nachschaue,99232,nachschaue,nachschaue,ungrouped
friedliebend,99233,friedliebend,friedliebend,ungrouped
fortdauern,99234,fortdauern,fortdauern,ungrouped
schreinerei,99235,schreinerei,schreinerei,ungrouped
verschrobene,99236,verschroben,verschroben,declension
verschrobenen,99237,verschroben,verschroben,declension
dahinvegetieren,99238,dahinvegetieren,dahinvegetieren,ungrouped
bernsteine,99239,bernstein,bernstein,declension
überstundenmachen,99240,überstundenmachen,überstundenmachen,ungrouped
diplomant,99241,diplomant,diplomant,ungrouped
tageszeiten,99242,tageszeit,tageszeit,declension
karitativ,99243,karitativ,karitativ,ungrouped
schickeria,99244,schickeria,schickeria,ungrouped
prinzipal,99245,prinzipal,prinzipal,ungrouped
kraftfahrzeug,99246,kraftfahrzeug,kraftfahrzeug,ungrouped
politikerkarriere,99247,politikerkarriere,politikerkarriere,ungrouped
fußballtorhüter,99248,fußballtorhüter,fußballtorhüter,ungrouped
hyazinth,99249,hyazinth,hyazinth,ungrouped
radebreche,99250,radebreche,radebreche,ungrouped
kreolsprachen,99251,kreolsprachen,kreolsprachen,ungrouped
pidginsprachen,99252,pidginsprachen,pidginsprachen,ungrouped
entschwinden,99253,entschwinden,entschwinden,ungrouped
vernaschen,99254,vernaschen,vernaschen,ungrouped
vollgeschmiert,99255,vollgeschmiert,vollgeschmiert,ungrouped
somme,99256,somme,somme,ungrouped
pangäa,99257,pangäa,pangäa,ungrouped
steinmetz,99258,steinmetz,steinmetz,ungrouped
streifzug,99259,streifzug,streifzug,ungrouped
brodelt,99260,brodelt,brodelt,ungrouped
etagenbett,99261,etagenbett,etagenbett,ungrouped
abbaubar,99262,abbaubar,abbaubar,ungrouped
museumsbesucher,99263,museumsbesucher,museumsbesucher,ungrouped
zwanzigköpfig,99264,zwanzigköpfig,zwanzigköpfig,ungrouped
äderchen,99265,äderchen,äderchen,ungrouped
joaos,99266,joaos,joaos,ungrouped
fühlendes,99267,fühlend,fühlend,declension
sexta,99268,sexta,sexta,ungrouped
ausruhten,99269,ausruht,ausruht,declension
leichtbauweise,99270,leichtbauweise,leichtbauweise,ungrouped
stahlstäbe,99271,stahlstäbe,stahlstäbe,ungrouped
herumschleppen,99272,herumschleppen,herumschleppen,ungrouped
schweißsparend,99273,schweißsparend,schweißsparend,ungrouped
glasklare,99274,glasklar,glasklar,declension
romanisches,99275,romanische,romanische,plural
katzenvideo,99276,katzenvideo,katzenvideo,ungrouped
herablassende,99277,herablassend,herablassend,declension
storchenpaar,99278,storchenpaar,storchenpaar,ungrouped
liebreizende,99279,liebreizend,liebreizend,declension
vorleger,99280,vorleger,vorleger,ungrouped
sonntagsbraten,99281,sonntagsbraten,sonntagsbraten,ungrouped
resteessen,99282,resteessen,resteessen,ungrouped
godzilla,99283,godzilla,godzilla,ungrouped
verroht,99284,verroht,verroht,ungrouped
krallenpfoten,99285,krallenpfoten,krallenpfoten,ungrouped
hölzern,99286,hölzern,hölzern,ungrouped
fachlicher,99287,fachlich,fachlich,declension
unternehmerischen,99288,unternehmerisch,unternehmerisch,declension
feuerspuckende,99289,feuerspuckende,feuerspuckende,ungrouped
rationiere,99290,rationiere,rationiere,ungrouped
auszubildender,99291,auszubildender,auszubildender,ungrouped
beschaulicher,99292,beschaulicher,beschaulicher,ungrouped
kräutergarten,99293,kräutergarten,kräutergarten,ungrouped
rotweinfleck,99294,rotweinfleck,rotweinfleck,ungrouped
jahrhundertealt,99295,jahrhundertealt,jahrhundertealt,ungrouped
tabulator,99296,tabulator,tabulator,ungrouped
zeilenbeginn,99297,zeilenbeginn,zeilenbeginn,ungrouped
eingerückt,99298,eingerückt,eingerückt,ungrouped
fahrpläne,99299,fahrpläne,fahrpläne,ungrouped
kostensparender,99300,kostensparender,kostensparender,ungrouped
lügenkonstrukt,99301,lügenkonstrukt,lügenkonstrukt,ungrouped
speisetafel,99302,speisetafel,speisetafel,ungrouped
hereinfahren,99303,hereinfahren,hereinfahren,ungrouped
bor,99304,bor,bor,ungrouped
imponierend,99305,imponierend,imponierend,ungrouped
abstinent,99306,abstinent,abstinent,ungrouped
abzupellen,99307,abzupellen,abzupellen,ungrouped
glücklichem,99308,glücklich,glücklich,declension
tierhandel,99309,tierhandel,tierhandel,ungrouped
forciert,99310,forciert,forciert,ungrouped
klepper,99311,klepper,klepper,ungrouped
bauernmagd,99312,bauernmagd,bauernmagd,ungrouped
bessermacher,99313,bessermacher,bessermacher,ungrouped
arbeitstische,99314,arbeitstisch,arbeitstisch,declension
pipifax,99315,pipifax,pipifax,ungrouped
küchenschublade,99316,küchenschublade,küchenschublade,ungrouped
leistungspotentials,99317,leistungspotentials,leistungspotentials,ungrouped
schlagfertiger,99318,schlagfertig,schlagfertig,declension
kniefällig,99319,kniefällig,kniefällig,ungrouped
beschwöre,99320,beschwöre,beschwöre,ungrouped
wasserspringer,99321,wasserspringer,wasserspringer,ungrouped
barbusige,99322,barbusige,barbusige,ungrouped
carolines,99323,caroline,caroline,plural
mädchenbildung,99324,mädchenbildung,mädchenbildung,ungrouped
jammergestalt,99325,jammergestalt,jammergestalt,ungrouped
innewohnt,99326,innewohnt,innewohnt,ungrouped
prokaryotische,99327,prokaryotische,prokaryotische,ungrouped
lauterer,99328,lauter,lauter,declension
